user_id,time_slot_0,time_slot_1,time_slot_2,time_slot_3,time_slot_4,time_slot_5,time_slot_6,time_slot_7,time_slot_8,time_slot_9,time_slot_10,time_slot_11,time_slot_12,time_slot_13,time_slot_14,time_slot_15,time_slot_16,time_slot_17,time_slot_18,time_slot_19,time_slot_20,time_slot_21,time_slot_22,time_slot_23,time_slot_24,time_slot_25,time_slot_26,time_slot_27
30495,-0.13601354,0.193514,0.041208703,0.026383715,0.14734071,0.21447776,-0.030071763,0.024405453,0.114341885,0.1944455,0.083807625,0.022945791,0.11055333,0.20344926,0.04546278,0.030576788,0.108877026,0.17378835,0.039993245,-0.055246152,0.094876006,0.16195403,0.034713663,0.015397272,0.0879559,0.1612279,0.03897156,-0.092935845
30496,-0.10889269,0.17572655,0.036677662,0.02397707,0.13284568,0.17851354,-0.028921142,0.022973346,0.07845726,0.16729046,0.050654486,0.014222512,0.07615822,0.16381596,0.033512026,0.018934758,0.08476603,0.13624127,0.029095003,-0.049465027,0.0670133,0.13530636,0.031180235,0.019743226,0.06771714,0.1534369,0.03689537,-0.08030338
30497,-0.1465082,0.2546608,0.060682584,0.039834045,0.17986782,0.23963457,-0.04802737,0.036994334,0.11695123,0.22734416,0.041450422,0.021857126,0.11064201,0.21711168,0.040876817,0.022165468,0.12532192,0.18751578,0.03434314,-0.070139125,0.09134487,0.17734525,0.03968027,0.03173422,0.08835249,0.1997641,0.046671793,-0.10470962
30498,-0.2529134,0.3977976,0.098166406,0.07112103,0.28230533,0.37256396,-0.07672907,0.06441175,0.23757358,0.36942613,0.077842586,0.052903764,0.21618985,0.36698726,0.07990731,0.05493534,0.22858205,0.32962236,0.053779736,-0.11983042,0.18126066,0.29285273,0.05583952,0.052111037,0.16397414,0.28953928,0.06301087,-0.17977948
30499,-0.22510214,0.36802483,0.09204395,0.06756543,0.2553749,0.3456206,-0.07051728,0.05721062,0.2001697,0.3349945,0.067425385,0.03955042,0.18273798,0.32732183,0.065376244,0.042197596,0.19798198,0.29112664,0.04933597,-0.10907671,0.15254721,0.2671676,0.054592926,0.046364382,0.1369688,0.2796803,0.06331455,-0.15792224
30500,-0.11240708,0.17926183,0.037174594,0.024353435,0.13566191,0.1830598,-0.02911927,0.023404635,0.08108007,0.1719488,0.05270961,0.01499235,0.07877198,0.1688709,0.03405381,0.019478036,0.08694288,0.14065416,0.029213496,-0.051089786,0.06913725,0.1393257,0.031571634,0.019739658,0.06978619,0.15701464,0.03743213,-0.08170342
30501,-0.106958695,0.17077671,0.036602266,0.023402495,0.12896012,0.17838915,-0.02860474,0.02172987,0.08051762,0.16128671,0.05570508,0.015261512,0.07875976,0.16090062,0.034251302,0.01948903,0.08425599,0.1340609,0.0318404,-0.04658116,0.069060855,0.1320424,0.031391006,0.018396772,0.066849366,0.14655603,0.03647835,-0.07849252
30502,-0.15413319,0.2611781,0.06256952,0.043589793,0.18378681,0.25117233,-0.04785082,0.036781203,0.124033116,0.23542288,0.052498627,0.02103533,0.11523858,0.2262348,0.042473998,0.023923164,0.12876502,0.196409,0.036477067,-0.07510389,0.0968315,0.187234,0.041311197,0.030815953,0.08966345,0.20805985,0.04925812,-0.10816715
30503,-0.12342539,0.19064423,0.039045915,0.027245244,0.14398438,0.19672433,-0.029361755,0.024518715,0.08900482,0.18688323,0.06035597,0.01508514,0.08497992,0.1838977,0.035780344,0.021576485,0.09319503,0.15423763,0.02967674,-0.057487782,0.07494481,0.15277338,0.032872297,0.01942595,0.074693054,0.16995247,0.039833065,-0.08683322
30504,-0.35233283,0.5445227,0.16258097,0.12298773,0.39458284,0.4844834,-0.11910287,0.113416694,0.38605872,0.4831772,0.076208666,0.11045565,0.34865123,0.48128027,0.14178118,0.1118818,0.36240602,0.458667,0.08182743,-0.16890433,0.29836798,0.37452242,0.06084221,0.09741268,0.25841144,0.29649806,0.06856592,-0.2640403
30505,-0.10470654,0.1710946,0.036167044,0.023388319,0.12927125,0.17425065,-0.028706301,0.022170708,0.07593977,0.16083592,0.04970703,0.014009709,0.07398888,0.15767393,0.032854363,0.01806611,0.081978954,0.1308918,0.02939585,-0.047358107,0.06527877,0.13031918,0.030919874,0.019643482,0.06506087,0.14811416,0.0362949,-0.07801642
30506,-0.10812175,0.17382337,0.03672793,0.024096742,0.13122378,0.17898877,-0.0287231,0.022298537,0.079110496,0.16475582,0.05335213,0.014369931,0.07684751,0.16237526,0.033571795,0.01889449,0.084108554,0.1351538,0.030185232,-0.04869692,0.06779046,0.13426286,0.031327303,0.019176118,0.06674566,0.15108508,0.03695537,-0.07934957
30507,-0.09516803,0.16128969,0.034805465,0.02148485,0.121734895,0.16307296,-0.028594034,0.021019708,0.06982861,0.14753252,0.04477181,0.013738038,0.06895842,0.14465384,0.0317045,0.016518336,0.07661292,0.119322285,0.029711798,-0.04200193,0.060945157,0.11908447,0.030121917,0.019846693,0.06037953,0.13692048,0.034648247,-0.073810816
30508,-0.13009124,0.19404942,0.039929453,0.027053488,0.14733593,0.20429409,-0.029756732,0.024926135,0.09971305,0.19329068,0.068539195,0.017941276,0.09528829,0.1943616,0.03973975,0.025496494,0.100556605,0.16435786,0.032885335,-0.057584934,0.08281491,0.15838493,0.03335394,0.018142635,0.08121697,0.16931663,0.039560847,-0.090822175
30509,-0.18995237,0.29747325,0.06814478,0.049478073,0.2120891,0.28930333,-0.051544763,0.04355608,0.15524653,0.28398144,0.07014807,0.028335052,0.14316736,0.27911407,0.053099092,0.035114862,0.15631533,0.24339801,0.04074734,-0.08963514,0.12127238,0.22799572,0.04550414,0.03275503,0.115716994,0.24476041,0.05517956,-0.13122259
30510,-0.16276097,0.2454006,0.048160013,0.031040879,0.18831784,0.2456243,-0.04029645,0.03180083,0.14398155,0.24464244,0.07242794,0.030380191,0.1361475,0.24673478,0.052629817,0.033508055,0.13806629,0.2142757,0.032151178,-0.0760193,0.11200788,0.19352292,0.035516687,0.025725693,0.10694108,0.18676034,0.036058158,-0.11298369
30511,-0.09975127,0.16612183,0.03537089,0.021959972,0.12557974,0.16824682,-0.028796725,0.021768192,0.07274438,0.15416531,0.04631723,0.014334072,0.07173605,0.15125981,0.032334626,0.01729038,0.07951933,0.12506486,0.029447896,-0.044239726,0.063073345,0.12434275,0.030485531,0.019879807,0.0632098,0.14214799,0.035233293,-0.075884596
30512,-0.10380192,0.17033605,0.0358751,0.022672465,0.12880518,0.17249572,-0.028888613,0.022419583,0.07524499,0.16021718,0.04778638,0.014367739,0.07375041,0.15704253,0.032943293,0.01811643,0.082063735,0.13013794,0.029307228,-0.04626372,0.06484822,0.12921329,0.03065947,0.01985058,0.06554248,0.14724584,0.03587948,-0.078047074
30513,-0.18934703,0.29543146,0.05944837,0.038798932,0.22488287,0.28295943,-0.051836245,0.039486594,0.18272619,0.28644177,0.072168894,0.040531944,0.17096686,0.28704426,0.06455413,0.039888967,0.17195512,0.25440696,0.032915797,-0.09329363,0.1381202,0.2227654,0.037935328,0.035123393,0.12620954,0.20066771,0.03424382,-0.13208316
30514,-0.096981324,0.16317701,0.03503014,0.021683443,0.12323424,0.16508955,-0.028661234,0.021317283,0.07097191,0.15016925,0.045392048,0.013945179,0.070022956,0.14726351,0.031958684,0.016831167,0.07776017,0.12159188,0.029622845,-0.04286669,0.06179128,0.12118214,0.030235013,0.019856162,0.061493166,0.13902281,0.034890093,-0.07466018
30515,-0.10842546,0.1752527,0.03645174,0.023219204,0.13267495,0.17765571,-0.029124023,0.023190662,0.07824098,0.16696264,0.04937146,0.014932242,0.076536156,0.1637678,0.03364438,0.01896137,0.085051484,0.13598415,0.029121116,-0.04849725,0.067068115,0.13459869,0.031012448,0.019922072,0.068424456,0.15264763,0.036524314,-0.08028596
30516,-0.14931141,0.21279815,0.043320026,0.030189438,0.16092779,0.22902694,-0.031280365,0.027560782,0.11646349,0.21845365,0.08329149,0.021544844,0.11098096,0.22264443,0.044756357,0.030663995,0.11419191,0.18962573,0.036663778,-0.06525231,0.09692744,0.18138328,0.0361519,0.017661603,0.09346828,0.18915008,0.04390383,-0.10068298
30517,-0.1740335,0.2784739,0.06586963,0.044514578,0.19902317,0.2738449,-0.0505977,0.039502,0.15145539,0.25883877,0.06821383,0.029022848,0.14093104,0.2567371,0.052214343,0.032478534,0.1489969,0.22537959,0.04177634,-0.0803756,0.117129155,0.20629013,0.04284057,0.030734811,0.10722508,0.21414006,0.049030367,-0.12094612
30518,-0.119983025,0.20187089,0.04153997,0.024934884,0.15357919,0.1972752,-0.03641847,0.02522588,0.103835054,0.1879109,0.048763655,0.02178625,0.100634865,0.18480948,0.039905608,0.021052202,0.104433395,0.1578003,0.0280576,-0.057256587,0.0820081,0.14670375,0.031881846,0.024497872,0.077391006,0.150258,0.03131156,-0.08879995
30519,-0.15431982,0.2597693,0.06275254,0.04025702,0.18548268,0.25136927,-0.04966895,0.03626377,0.1381931,0.23288551,0.0558834,0.027010368,0.12974644,0.22917673,0.048019204,0.027463926,0.13723549,0.20139447,0.03926603,-0.07155332,0.10567875,0.18245159,0.039892696,0.030532287,0.095406726,0.18891414,0.043522775,-0.109717995
30520,-0.1099681,0.17353648,0.03698271,0.02349483,0.13125686,0.18186194,-0.028799899,0.022156414,0.0832766,0.16516064,0.057386268,0.01607293,0.081554905,0.16539213,0.0350532,0.02035073,0.086617686,0.1380808,0.0321095,-0.047641933,0.07106484,0.13513231,0.031727996,0.018260958,0.06912982,0.1487792,0.03669144,-0.079869516
30521,-0.18062457,0.2879087,0.0672118,0.049319122,0.20355682,0.2822345,-0.0501742,0.041090697,0.14625706,0.27066532,0.06943755,0.025221795,0.1346206,0.2645075,0.04955143,0.03126856,0.14724049,0.23043263,0.04038697,-0.08693585,0.11489173,0.21897382,0.045226485,0.031594414,0.1062491,0.23741344,0.05491114,-0.12406477
30522,-0.21371926,0.32998282,0.069379225,0.048253797,0.24445935,0.31738776,-0.057723068,0.046018522,0.19877769,0.32096127,0.08163031,0.041814163,0.18316336,0.3201318,0.068106994,0.043539815,0.18817732,0.28355733,0.03807674,-0.10503534,0.15218408,0.2554081,0.04460919,0.03861779,0.13806847,0.24381499,0.046157643,-0.14834096
30523,-0.20092613,0.2856299,0.059283074,0.042328734,0.21327184,0.29711035,-0.045304615,0.038589623,0.18069002,0.2929926,0.10714047,0.03570952,0.16607726,0.3003948,0.06566097,0.045896605,0.16625088,0.26404,0.04477152,-0.09137453,0.14410508,0.24194565,0.043732762,0.02609576,0.12913416,0.23120819,0.04936693,-0.1377723
30524,-0.09416587,0.16022016,0.03468331,0.021395618,0.120877564,0.16191293,-0.02854415,0.02085873,0.06919046,0.14609881,0.04444329,0.013582192,0.068324484,0.14321476,0.0315779,0.016362568,0.0759828,0.11807225,0.029790578,-0.041494213,0.060492378,0.11795698,0.030017065,0.019840976,0.059760492,0.13581811,0.03453498,-0.0733959
30525,-0.21106614,0.35101512,0.08233934,0.055746194,0.25380167,0.32314482,-0.06797856,0.051645294,0.20433457,0.31961983,0.05874075,0.043862868,0.18818812,0.3127053,0.067681015,0.040288948,0.19698954,0.2807051,0.03967525,-0.10601099,0.15144522,0.24639282,0.045481075,0.04642305,0.13479051,0.23565306,0.045646604,-0.14894268
30526,-0.1500351,0.23141944,0.046480257,0.030579695,0.17555547,0.23339193,-0.038023327,0.029186033,0.12753148,0.22725275,0.068468526,0.025111867,0.12083489,0.22693866,0.046482876,0.028211623,0.12407202,0.1955719,0.031151874,-0.07117785,0.1004407,0.18168746,0.03538794,0.024110317,0.09482971,0.18284889,0.037508707,-0.10410273
30527,-0.10979546,0.17565756,0.03693715,0.024119789,0.13273601,0.18104643,-0.028882809,0.022593595,0.08027431,0.16711564,0.053869285,0.014888731,0.07814571,0.16488689,0.03382649,0.019137101,0.08524476,0.13730866,0.030103588,-0.049451508,0.06871416,0.13611117,0.031534605,0.019259432,0.06792995,0.15279178,0.03713277,-0.080018885
30528,-0.09725301,0.16342786,0.035057828,0.021737562,0.12342347,0.16533123,-0.028656589,0.021365695,0.07113593,0.15060017,0.045490686,0.01391925,0.07012958,0.14766413,0.032012556,0.016902702,0.077941425,0.12193946,0.02963782,-0.04296338,0.061923735,0.12153277,0.030209431,0.019849269,0.061661065,0.1394065,0.03493958,-0.07485072
30529,-0.13679774,0.2058511,0.04092576,0.029815145,0.15543675,0.21097216,-0.03027369,0.02701433,0.09759081,0.20723581,0.06465511,0.015927907,0.09209247,0.20357294,0.038190495,0.024480043,0.10202988,0.17144199,0.029327283,-0.06450502,0.081298836,0.1692527,0.03403115,0.020109616,0.082747586,0.18737207,0.04226822,-0.09458449
30530,-0.1334887,0.21862617,0.053924102,0.040094696,0.15335874,0.22007726,-0.04044465,0.031939693,0.10012872,0.1960805,0.055477798,0.019082624,0.09433896,0.19194463,0.037401125,0.02433487,0.105453655,0.16444765,0.039381105,-0.059351888,0.08345595,0.15919903,0.038229227,0.025161728,0.07769972,0.18009113,0.04759096,-0.094252706
30531,-0.10144447,0.16780947,0.03556532,0.022242118,0.12687625,0.1699372,-0.028820198,0.02205789,0.073793024,0.15674467,0.046914734,0.014333417,0.072555535,0.15372434,0.032624863,0.017668108,0.0806214,0.12721027,0.029449552,-0.04497006,0.06387089,0.12642118,0.030474229,0.019866744,0.0642417,0.14434254,0.03550776,-0.07688454
30532,-0.09805852,0.16435516,0.03516507,0.021770997,0.12417898,0.1663672,-0.028728707,0.021489428,0.071666576,0.15169701,0.045737993,0.014140239,0.07073458,0.1488107,0.032089997,0.016990738,0.07843886,0.12293725,0.029523512,-0.043436203,0.062275425,0.12237744,0.03037605,0.019868981,0.062160667,0.14017774,0.035006993,-0.075078465
30533,-0.094165854,0.16022015,0.034683306,0.021395618,0.120877564,0.16191293,-0.028544154,0.020858722,0.06919046,0.14609876,0.04444328,0.013582192,0.06832447,0.14321473,0.031577893,0.016362557,0.075982794,0.11807221,0.029790573,-0.0414942,0.060492378,0.11795698,0.030017074,0.019840972,0.059760492,0.1358181,0.034534987,-0.073395886
30534,-0.19826905,0.27503973,0.05383417,0.03852796,0.20932847,0.28586507,-0.041747175,0.037539624,0.17285629,0.28935364,0.10365823,0.035582516,0.15998518,0.2972753,0.06378513,0.04641937,0.16121127,0.2596219,0.0415952,-0.0887747,0.13871436,0.2371589,0.041030277,0.024882402,0.13048021,0.22811912,0.04753311,-0.1358334
30535,-0.14871308,0.2776217,0.067657165,0.042886216,0.19621836,0.25099272,-0.056767993,0.038865503,0.13736148,0.23699746,0.033013396,0.026975194,0.12915982,0.22384912,0.045647852,0.021596184,0.1407265,0.19790879,0.033272523,-0.07626632,0.10188849,0.17944615,0.039477702,0.038231917,0.09011592,0.1879058,0.04073039,-0.10927674
30536,-0.24362865,0.32714975,0.06432822,0.04748287,0.24760403,0.33617207,-0.05105038,0.049756173,0.21918571,0.3509152,0.1244573,0.050658308,0.20189005,0.36368656,0.081635505,0.06413994,0.20292884,0.3201789,0.05275942,-0.10525376,0.17934099,0.28966537,0.04792495,0.032071073,0.1687832,0.27302077,0.057556096,-0.17158559
